filename,fen,side_to_move,source_pdf,source_page,source_diagram,detection_source,created_at,corrected_by,illegal_ok
board_20260226_000306_176866.png,8/1b6/1p2k3/p1p3K1/P1P5/1P6/5B2/8,,,,,,,,
board_20260226_000341_309113.png,5b2/1p3k1p/p5p1/P2pP3/2p3B1/2P5/1P4PP/7K,,,,,,,,
board_20260226_000424_770910.png,5b2/1p3k1p/p5p1/P2pP3/2p3B1/2P5/1P4PP/7K,,,,,,,,
board_20260226_000516_685439.png,8/5k1p/B5p1/3pP3/2p5/2P3P1/1P5P/2b4K,,,,,,,,
board_20260226_000601_605879.png,8/5k1p/B5p1/3pP3/2p5/2P3P1/1P5P/2b4K,,,,,,,,
board_20260226_000648_217807.png,8/8/4k3/3nP3/3PK3/8/3B4/8,,,,,,,,
board_20260226_000648_253840.png,8/1p6/p7/8/3nB1k1/P7/5PPK/8,,,,,,,,
board_20260226_000711_162750.png,8/8/8/6k1/4BnP1/5P2/1K6/8,,,,,,,,
board_20260226_000711_194781.png,8/4n3/6k1/2K4p/3B3P/5PP1/8/8,,,,,,,,
board_20260226_000721_636180.png,8/8/6k1/3K1nP1/7P/8/5B2/8,,,,,,,,
board_20260226_001008_653222.png,6k1/1b6/pp3p2/1p5p/4p3/P1P1N2P/1P3PP1/6K1,,,,,,,,
board_20260226_001029_320001.png,8/3b4/1p4k1/pp2Kp1p/3Np2P/P1P5/1P3PP1/8,,,,,,,,
board_20260226_001112_730685.png,8/1p3p2/3b4/3k4/3p4/1P1N1P2/3K4/8,,,,,,,,
board_20260226_001112_763732.png,6k1/1pb4p/6p1/p2p4/8/3N3P/PP3PK1/8,,,,,,,,
board_20260226_001150_862242.png,8/8/1p6/p7/3p2k1/1P1Nb3/P3K3/8,,,,,,,,
board_20260226_001150_898564.png,8/8/1p6/p2k2p1/3p3p/1P1N1PbP/P7/5K2,,,,,,,,
board_20260226_001208_641973.png,8/8/1p6/p2k4/3p3p/1P1N1PbK/P7/8,,,,,,,,
board_20260226_001342_476844.png,8/2p3p1/3bk2p/p1pp4/2P5/1P1N1P1P/P7/4K3,,,,,,,,
board_20260226_001342_512875.png,6k1/5ppp/p2bp3/8/8/4P1P1/1P3PKP/2N5,,,,,,,,
board_20260226_001402_918685.png,8/4k2p/p2bp1p1/5p2/4P3/1P1N1PP1/6KP/8,,,,,,,,
board_20260226_001457_084930.png,4r3/pp5p/6k1/2P1Rppn/5p2/2B2P2/PPK3PP/8,,,,,,,,
board_20260226_002006_986685.png,4n3/pp5p/6k1/2P1Bpp1/5p2/5P2/PPK3PP/8,,,,,,,,
board_20260226_002027_871541.png,6k1/5p2/p7/5P1p/P7/3N2b1/8/7K,,,,,,,,
board_20260226_002027_906237.png,8/5pk1/p2b4/5P1p/P3N3/8/8/7K,,,,,,,,
board_20260226_003238_523654.png,1q3rbk/Q5pp/8/3P4/1r3n2/R3N3/2B2PPP/5RK1,,,,,,,,
board_20260226_003238_547011.png,6k1/p4p1p/3p1p2/2p1r3/2PnrqN1/P6P/1P1Q1PP1/3R1RK1,,,,,,,,
board_20260226_003238_579137.png,6k1/5pp1/8/5P2/R6p/1P3N1P/3rnrPK/6R1,,,,,,,,
board_20260226_003351_412608.png,6k1/5pp1/8/5P2/R6p/1P3n1P/3r4/6QK,,,,,,,,
board_20260226_003351_475064.png,r4rk1/1pb2ppp/p2qbnn1/3pp3/1P6/1BP2N1P/PBN2PP1/R2Q1RK1,,,,,,,,
board_20260226_003524_841234.png,rb2r1k1/1p1b1ppp/p1nq4/3p4/3Nn3/1QB1PN2/PP2BPPP/2R2RK1,,,,,,,,
board_20260226_003524_874491.png,5rk1/pp1nqrp1/2p3p1/4p3/4P1P1/1BP2P2/PP2Q3/3RK2R,,,,,,,,
board_20260226_004644_367083.png,2k1rb1r/ppp3pp/2np1q2/5b2/2B2P2/2P1BQ2/PP1N1P1P/2KR3R,,,,,,,,
board_20260226_004644_401092.png,2kr1bnr/pp1nqppp/2p1b3/8/4PB2/2N2NP1/PPB1Q2P/2KR1B1R,,,,,,,,
board_20260226_005241_108684.png,3r1rk1/pp3ppp/3pn3/1qpN4/5PP1/P5PQ/1PP5/1K1R4,,,,,,,,
board_20260226_005241_141702.png,5r2/p3Qnkp/1p3Np1/2p3P1/3q4/5P2/PP3R1r/4R1K1,,,,,,,,
board_20260226_005241_168729.png,6R1/2p1qr1k/1p1p1r1p/p3p3/2P1P3/2P3Q1/PP3P2/2K3R1,,,,,,,,
board_20260226_005241_196713.png,r1b2r1k/ppb2ppB/3q4/8/2PN1n1Q/PP6/1B3PPP/R4RK1,,,,,,,,
board_20260226_005241_225791.png,2kr2nr/pp1n1ppp/2p1p3/8/1P1P1B2/2N2Q1P/1PPKBPP1/7q,,,,,,,,
board_20260226_005241_254728.png,5r1k/6p1/p2p1rRp/2pPpq1Q/8/PPp1P3/5P1R/K7,,,,,,,,
board_20260226_005942_193001.png,r1n3k1/pp2q2p/2ppr1pQ/4p3/8/2N4R/PPP3PP/5RK1,,,,,,,,
board_20260226_005942_225657.png,k1r5/1p4pq/p7/5n2/3nQ3/P7/RPP2PPP/2B2RK1,,,,,,,,
board_20260226_005942_256664.png,4rr1k/p4pb1/5R1p/1p2q3/3p4/3P2R1/PP1Q2BP/7K,,,,,,,,
board_20260226_005942_284670.png,5r1k/1p1br2p/pqnbpp2/3p4/3P4/P1NQ1N2/1PB2PPP/R3R1K1,,,,,,,,
board_20260226_005942_313676.png,r4r1k/ppn4p/2p2N2/4P3/2pP1N2/5K2/PPP5/6R1,,,,,,,,
board_20260226_005942_341683.png,2kr1r2/pp1n3p/2p1bp2/8/5B2/8/PP2BP1P/2R1K1R1,,,,,,,,
board_20260226_011740_524973.png,r2qkbnr/ppp2ppp/2np4/4p2b/2B1P3/2N2N1P/PPPP1PP1/R1BQK2R w KQkq - 0 1,w,,,,,,,
board_20260226_011908_080824.png,r2qkb1r/ppp1pppp/1n6/3Pn3/4P1b1/2N2N2/PP3PPP/R1BQKB1R w KQkq - 0 1,w,,,,,,,
board_20260226_012405_318706.png,q1r1k2r/1b3pp1/p3pn2/P1b5/1pN1P2p/3B1P2/1P2Q1PP/R1B2R1K,,,,,,,,
board_20260226_012453_345179.png,q1r1k2r/1b3pp1/p3p3/P1b4n/1pN1P2p/3BBP2/1P2Q1PP/R4R1K,,,,,,,,
board_20260226_012555_249193.png,q1r4r/1b2kpp1/p3p3/P1b5/1pN1P3/3BBPp1/1P4P1/R3QRK1,,,,,,,,
board_20260226_012629_314539.png,2r2k1r/pB3pp1/4p3/Q1p1P3/3P2p1/2P1q3/PP3RP1/R5K1,,,,,,,,
board_20260226_012702_371897.png,r1b2rk1/pppp1ppp/8/2b1P3/2B3nq/5N2/PP3PPP/RNBQR1K1,,,,,,,,
board_20260226_012739_504447.png,r1bqk2r/ppp2ppp/2n5/3p4/2BPn3/2P2N2/P4PPP/R1BQR1K1,,,,,,,,
board_20260226_012801_681355.png,r1bq1rk1/ppp2ppp/2n5/6NQ/2BPp3/2P5/P4PPP/R1B3K1,,,,,,,,
board_20260226_012824_393598.png,r1b2r1k/pp3p1p/4pPp1/3q4/3N1Q2/8/P4PPP/2R3KR,,,,,,,,
board_20260226_012912_720265.png,6rk/1b3pnp/ppqp1BpQ/n4P2/P1p1r3/3P1R2/BPP3PP/R6K,,,,,,,,
board_20260226_012952_672138.png,2r2rk1/1b1qbp1n/p3p1p1/1p1p2Np/7Q/1P1BP3/PBP2PPP/3R1RK1,,,,,,,,
board_20260226_013013_060750.png,3b1rk1/p1q2p1p/bp2pnp1/4NnN1/2P5/7Q/PB3PPP/1BR3K1,,,,,,,,
board_20260226_013036_203687.png,r4rk1/p1pn1p1p/1p3p1B/8/3P4/4P3/PP3PqP/R2QK2R,,,,,,,,
board_20260226_013101_576304.png,r4rk1/2p1qpp1/p1p5/2Ppn2b/2PQ1N1p/4P3/PB3PPP/R4RK1,,,,,,,,
board_20260226_013131_542970.png,r1b2rk1/p1p2p1p/2p1pB2/8/3P4/P7/1PP2PqP/R2QK2R,,,,,,,,
board_20260226_013150_955570.png,r4r1k/5p1p/p2p1Pp1/2p3Q1/q1P1P3/7P/1P4P1/1R3R1K,,,,,,,,
board_20260226_013213_125677.png,rn3r1k/ppp3pp/8/4bP1Q/2BqN3/8/PP3p1P/2R2K1R,,,,,,,,
board_20260226_013244_482964.png,1rb1nrk1/5p1p/p1q1p1p1/1pbp2N1/2P2P2/PP1BP3/1B4PP/1B1QK2R,,,,,,,,
board_20260226_013318_653565.png,1q1r1r2/1bb2pk1/pN1pp3/4n1p1/1PPQP3/1N2BPp1/P5P1/2RR1B1K,,,,,,,,
board_20260226_013339_795132.png,r1bq1rk1/pp1pb1p1/2n1p3/4P1P1/3P4/2P5/P4PP1/R1BQK2R,,,,,,,,
board_20260226_013403_416235.png,r1bqk2r/ppp1nppp/2np4/2b1p3/2B1P3/2NP1N2/PPP2PPP/R1BQK2R,,,,,,,,
board_20260226_013422_135974.png,r2qkb1r/pp2nppp/3p4/2pNp1B1/2BnP1b1/3P1N2/PPP2PPP/R2QK2R,,,,,,,,
board_20260226_013446_126960.png,6k1/1b5p/pp1pPqp1/2p1r3/8/8/PPQ2PPP/3R1RK1,,,,,,,,
board_20260226_013506_321917.png,r1bq2rk/5p1p/2np1PpQ/pnp1p3/1p2P2N/2PP2P1/PP4BP/R2N1RK1,,,,,,,,
board_20260226_013527_762996.png,r1bq1rk1/ppn3bp/2p1p1p1/3pN1Nn/P2P1P1P/3B4/1PP3P1/R1BQK2R,,,,,,,,
board_20260226_013618_773780.png,r1bn1rk1/ppp1q1pp/1b1p1n2/3Pp1B1/4N2N/2P4P/PP2BPP1/R2QK2R,,,,,,,,
board_20260226_013658_710202.png,r1bqk1nr/pppp1ppp/2n5/2b3N1/2BpP3/8/PPP2PPP/RNBQK2R,,,,,,,,
board_20260226_013723_180837.png,r1bq2nr/pppp1k1p/6p1/2Q5/3pP3/8/PPP2PPP/RNB1K2R,,,,,,,,
board_20260226_013740_540133.png,r1bq3r/pppp1k1p/2n3p1/2Q5/3pP3/8/PPP2PPP/RNB1K2R,,,,,,,,
board_20260226_013805_718158.png,r1bqr3/ppp2k1p/2np2p1/8/3pP3/1Q6/PPP2PPP/RNB1K2R b - - 0 1,b,,,,,,,
board_20260226_013825_708994.png,r1bqr3/ppp2k1p/6p1/n2p4/3pP3/1Q3P2/PPP3PP/RNB1K2R,,,,,,,,
board_20260226_013846_992869.png,r1b5/pp2qk1p/2p3p1/n7/3p4/4r1P1/PPPN1K1P/R1B2Q1R,,,,,,,,
board_20260226_013910_442662.png,rn1qkbnr/ppp1pppp/8/3p3b/5PP1/1P5P/P1PPP3/RNBQKBNR,,,,,,,,
board_20260226_013937_777947.png,rn1qk1nr/ppp2pp1/3b4/1Q1p2p1/4pPP1/1P2P2P/P1PP4/RNB1KB1R b - - 0 1,b,,,,,,,
board_20260226_014326_152096.png,4rk1r/ppp2pp1/3b1n2/4n3/6Pq/1P2p2P/PBPPB1Q1/RN1K3R,,,,,,,,
board_20260226_014420_589626.png,rnbqk1nr/ppp2ppp/3b4/8/8/2N5/PPPPP1PP/R1BQKBNR,,,,,,,,
board_20260226_014442_641088.png,r3k1nr/pppq1ppp/1b2b3/n7/3P4/B1NB1N2/P4PPP/R2Q1RK1,,,,,,,,
board_20260226_014505_443466.png,r1bqk2r/pppp1ppp/1bn2n2/8/2BPP3/5N2/PP3PPP/RNBQK2R,,,,,,,,
board_20260226_014527_336304.png,rnb1k2r/ppp2p1p/3p4/8/3PqB2/8/PPP2KP1/R2Q1B1R,,,,,,,,
board_20260226_014551_545370.png,r2qk2r/pp1nbppp/5n2/1BpPp1B1/4P3/2N2Q2/PPP3PP/R3K2R,,,,,,,,
board_20260226_014618_391488.png,r2qkb1r/5p1p/p1np4/1p1Npb2/8/N4Q2/PPP2PPP/R3KB1R,,,,,,,,
board_20260226_014638_984971.png,r5k1/1b2qpbp/3p4/1B2p3/1N6/2P2P2/1P4PP/3QK2R,,,,,,,,
board_20260226_014711_499916.png,r1b1qrk1/p2n2pp/1ppbpn2/3p1p2/2PP4/3N1NP1/PPQ1PPBP/R1B2RK1,,,,,,,,
board_20260226_014736_482835.png,r2qk2r/2nbpp1p/p2p1bp1/2pP4/P1p5/2N5/1PP1BPPP/R1BQ1RK1,,,,,,,,
board_20260226_014755_992713.png,r1b1k2r/pp2qppp/2np1n2/2pPp3/2P5/P1PBPN2/2Q2PPP/R1B1K2R,,,,,,,,
board_20260226_014816_358343.png,rn2kb1r/p3qppp/2p2n2/1p2p1B1/2B1P3/1QN5/PPP2PPP/R3K2R,,,,,,,,
board_20260226_014834_988123.png,rnb2k1r/pppp1ppp/5n2/8/5N1q/2P2B2/PPP1QP1P/R1B1K2R,,,,,,,,
board_20260226_014957_853527.png,6k1/8/p7/r1r2Pp1/3R2Pp/1p6/1P4P1/3R2K1 w - - 0 1,w,,,,,,,
board_20260226_015046_150518.png,r2r2k1/pb6/1p2pQ2/n1qP4/2P5/8/P4PPP/3RR1K1 w - - 0 1,w,,,,,,,
board_20260226_015340_354385.png,r2r2k1/pb6/1p2pQ2/n1qP4/2P5/8/P4PPP/3RR1K1 w - - 0 1,w,,,,,,,
board_20260226_015404_035670.png,1q3rbk/Q5pp/8/3P4/1r3n2/R3N3/2B2PPP/5RK1,,,,,,,,
board_20260226_015431_425372.png,6k1/p4p1p/3p1p2/2p1r3/2PnrqN1/P6P/1P1Q1PP1/3R1RK1,,,,,,,,
board_20260226_015450_468360.png,6k1/5pp1/8/5P2/R6p/1P3N1P/3rnrPK/6R1,,,,,,,,
board_20260226_015552_417871.png,6k1/5pp1/8/5P2/R6p/1P3n1P/3r4/6QK,,,,,,,,
board_20260226_015610_484338.png,r2q2rk/ppp4p/3p4/2b2Q2/3pPPR1/2P2n2/PP3P1P/RNB4K,,,,,,,,
board_20260226_015630_632355.png,r4rk1/1pb2ppp/p2qbnn1/3pp3/1P6/1BP2N1P/PBN2PP1/R2Q1RK1,,,,,,,,
board_20260226_015657_052780.png,rb2r1k1/1p1b1ppp/p1nq4/3p4/3Nn3/1QB1PN2/PP2BPPP/2R2RK1,,,,,,,,
board_20260226_015748_692900.png,5rk1/pp1nqrp1/2p3p1/4p3/4P1P1/1BP2P2/PP2Q3/3RK2R,,,,,,,,
board_20260226_015809_894312.png,5rk1/qp1r2pp/1bpp1p1B/p1nPpP1Q/P1P1P3/2N4P/1P3P1K/1R4R1,,,,,,,,
board_20260226_015829_953596.png,2k1rb1r/ppp3pp/2np1q2/5b2/2B2P2/2P1BQ2/PP1N1P1P/2KR3R,,,,,,,,
board_20260226_015847_424304.png,2kr1bnr/pp1nqppp/2p1b3/8/4PB2/2N2NP1/PPP1Q2P/2KR1B1R,,,,,,,,
board_20260226_015918_046738.png,3r1rk1/pp3ppp/3pn3/1qpN4/5PP1/P5PQ/1PP5/1K1R4,,,,,,,,
board_20260226_015932_015293.png,5r2/p3Qnkp/1p3Np1/2p3P1/3q4/5P2/PP3R1r/4R1K1,,,,,,,,
board_20260226_020031_919605.png,6R1/2p1qr1k/1p1p1r1p/p3p3/2P1P3/2P3Q1/PP3P2/2K3R1,,,,,,,,
board_20260226_020052_060432.png,r1b2r1k/ppb2ppB/3q4/8/2PN1n1Q/PP6/1B3PPP/R4RK1,,,,,,,,
board_20260226_020110_683196.png,2kr2nr/pp1n1ppp/2p1p3/8/1P1P1B2/2N2Q1P/1PPKBPP1/7q,,,,,,,,
board_20260226_020137_275260.png,5r1k/6p1/p2p1rRp/2pPpq1Q/8/PPp1P3/5P1R/K7,,,,,,,,
board_20260226_020205_491449.png,r1n3k1/pp2q2p/2ppr1pQ/4p3/8/2N4R/PPP3PP/5RK1,,,,,,,,
board_20260226_020242_938025.png,r1n3k1/pp2q2p/2ppr1pQ/4p3/8/2N4R/PPP3PP/5RK1,,,,,,,,
board_20260226_020256_216247.png,k1r5/1p4pq/p7/5n2/3nQ3/P7/RPP2PPP/2B2RK1,,,,,,,,
board_20260226_020313_748114.png,4rr1k/p4pb1/5R1p/1p2q3/3p4/3P2R1/PP1Q2BP/7K,,,,,,,,
board_20260226_020330_693446.png,5r1k/1p1br2p/pqnbpp2/3p4/3P4/P1NQ1N2/1PB2PPP/R3R1K1,,,,,,,,
board_20260226_020429_117354.png,5r1k/1p1br2p/pqnbpp2/3p4/3P4/P1NQ1N2/1PB2PPP/R3R1K1,,,,,,,,
board_20260226_020445_703006.png,r4r1k/ppn4p/2p2N2/4P3/2pP1N2/5K2/PPP5/6R1,,,,,,,,
board_20260226_020505_302843.png,2kr1r2/pp1n3p/2p1bp2/8/5B2/8/PP2BP1P/2R1K1R1,,,,,,,,
board_20260226_020809_316415.png,8/3k4/8/3K4/3P4/8/8/8,,,,,,,,
board_20260226_020903_258636.png,8/8/8/6p1/7k/8/6K1/8,,,,,,,,
board_20260226_020917_468222.png,8/8/3k4/8/3K4/8/3P4/8,,,,,,,,
board_20260226_021106_180701.png,8/8/8/8/8/7p/7k/5K2,,,,,,,,
board_20260226_021119_916113.png,8/7K/5k2/7P/8/8/8/8,,,,,,,,
board_20260226_021152_898625.png,8/8/8/8/1k6/7K/7P/8,,,,,,,,
board_20260226_021227_061034.png,8/2k5/3p4/1K1P4/8/8/8/8,,,,,,,,
board_20260226_021552_947916.png,8/2k5/3p4/1K1P4/8/8/8/8,,,,,,,,
board_20260226_021604_232285.png,8/8/8/3p4/3P1k2/1K6/8/8,,,,,,,,
board_20260226_021622_992089.png,8/8/8/8/1P6/6k1/8/6K1,,,,,,,,
board_20260226_021635_696290.png,8/5p2/4p3/8/3P4/5k2/P7/5K2,,,,,,,,
board_20260226_021650_356355.png,8/8/8/1p6/8/1Pk5/8/1K6,,,,,,,,
board_20260226_021700_822106.png,8/7p/4K2P/8/5k2/8/8/8,,,,,,,,
board_20260226_021712_685030.png,8/8/8/3kp3/8/8/8/3K4,,,,,,,,
board_20260226_021723_541263.png,8/8/8/1k6/8/K7/6P1/8,,,,,,,,
board_20260226_021738_382620.png,5k2/8/8/8/1P6/8/8/3K4,,,,,,,,
board_20260226_021749_959351.png,k7/8/1p6/8/1P6/5K2/8/8,,,,,,,,
board_20260226_021805_778003.png,8/7p/8/4kpPP/8/8/8/5K2,,,,,,,,
board_20260226_021822_957192.png,8/7k/5Pp1/8/5K2/8/8/8,,,,,,,,
board_20260226_021836_565005.png,8/8/3p4/k7/P1P5/p7/2K5/8,,,,,,,,
board_20260226_021848_097747.png,1k6/1p1K4/1P6/2P5/8/8/8/8,,,,,,,,
board_20260226_021856_962062.png,8/8/3p4/2k5/4P3/8/8/1K6,,,,,,,,
board_20260226_021907_042734.png,8/8/8/7p/2K5/8/6kP/8,,,,,,,,
board_20260226_022048_666660.png,rn1qkbnr/ppp2ppp/8/8/4Np2/5b2/PPPPQ1PP/R1B1KB1R w KQkq - 0 1,w,,,,,,,
board_20260226_022205_441702.png,r1b1q1kr/ppNnb1pp/5n2/8/3P4/8/PPP2PPP/R1BQKB1R w KQ - 0 1,w,,,,,,,
board_20260226_022241_468281.png,r1b1k2r/ppp2ppp/2p5/8/3Qn1q1/8/PPPB2PP/2KR1B1R,,,,,,,,
board_20260226_022323_321660.png,r2q3k/pp3rp1/1np4p/3pBb2/3P4/4PP1P/PPQ4K/1B2R1R1,,,,,,,,
board_20260226_022350_200072.png,2r1b1k1/p1q1brp1/1p2p1QB/4p3/4N3/2PBR3/P4PPP/6K1,,,,,,,,
board_20260226_022522_093699.png,8/5k2/2R1bnpp/2q2p2/5P2/4PB2/3R1KPP/8,,,,,,,,
board_20260226_022538_438504.png,r4r1k/1bp4p/p3Pp1B/1pb2P1Q/7N/1P2p1PK/P6P/r7,,,,,,,,
